GP Practice Code,GP Practice Name,UEC Site Code,UEC Site Name,duration
A89025,SUNDERLAND GP ALLIANCE MEDICAL PRACTICE,RNN62,CUMBERLAND INFIRMARY,5075.65
A89012,GALLERIES MEDICAL PRACTICE,RNN62,CUMBERLAND INFIRMARY,5075.65
A89025,SUNDERLAND GP ALLIANCE MEDICAL PRACTICE,RXP09,PETERLEE COMMUNITY HOSPITAL,1345.97
A89012,GALLERIES MEDICAL PRACTICE,RXP09,PETERLEE COMMUNITY HOSPITAL,1345.97
A84042,SCOTS GAP MEDICAL GROUP,RR729,QE AT BLAYDON PCC,1783.76
A84042,SCOTS GAP MEDICAL GROUP,RTD02,THE ROYAL VICTORIA INFIRMARY,1967.28
A84042,SCOTS GAP MEDICAL GROUP,RTDDW,THE LEMINGTON CENTRE,1648.96
A84042,SCOTS GAP MEDICAL GROUP,RTR18,REDCAR PRIMARY CARE HOSPITAL,5087.37
A84042,SCOTS GAP MEDICAL GROUP,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,4617.95
A84042,SCOTS GAP MEDICAL GROUP,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,2641.13
A84042,SCOTS GAP MEDICAL GROUP,RNN62,CUMBERLAND INFIRMARY,4367.69
A84042,SCOTS GAP MEDICAL GROUP,RXP09,PETERLEE COMMUNITY HOSPITAL,3480.07
A84619,ELSDON AVENUE SURGERY,RR729,QE AT BLAYDON PCC,1209.3
A84619,ELSDON AVENUE SURGERY,RTD02,THE ROYAL VICTORIA INFIRMARY,1316.16
A84619,ELSDON AVENUE SURGERY,RTDDW,THE LEMINGTON CENTRE,1172.98
A84619,ELSDON AVENUE SURGERY,RTR18,REDCAR PRIMARY CARE HOSPITAL,3845.97
A84619,ELSDON AVENUE SURGERY,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,3376.54
A84619,ELSDON AVENUE SURGERY,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,2317.24
A84619,ELSDON AVENUE SURGERY,RNN62,CUMBERLAND INFIRMARY,4951.8
A84619,ELSDON AVENUE SURGERY,RXP09,PETERLEE COMMUNITY HOSPITAL,2238.67
A88013,CENTRAL SURGERY,RR729,QE AT BLAYDON PCC,1691.92
A88013,CENTRAL SURGERY,RTD02,THE ROYAL VICTORIA INFIRMARY,1443.47
A88013,CENTRAL SURGERY,RTDDW,THE LEMINGTON CENTRE,1780.88
A88013,CENTRAL SURGERY,RTR18,REDCAR PRIMARY CARE HOSPITAL,3253.44
A88013,CENTRAL SURGERY,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,2784.01
A88013,CENTRAL SURGERY,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,2332.9
A88013,CENTRAL SURGERY,RNN62,CUMBERLAND INFIRMARY,5686.99
A88013,CENTRAL SURGERY,RXP09,PETERLEE COMMUNITY HOSPITAL,1646.14
A86033,BRUNTON PARK,RR729,QE AT BLAYDON PCC,800.39
A86033,BRUNTON PARK,RTD02,THE ROYAL VICTORIA INFIRMARY,852.75
A86033,BRUNTON PARK,RTDDW,THE LEMINGTON CENTRE,764.08
A86033,BRUNTON PARK,RTR18,REDCAR PRIMARY CARE HOSPITAL,4196.42
A86033,BRUNTON PARK,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,3726.99
A86033,BRUNTON PARK,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,1908.34
A86033,BRUNTON PARK,RNN62,CUMBERLAND INFIRMARY,4542.9
A86033,BRUNTON PARK,RXP09,PETERLEE COMMUNITY HOSPITAL,2589.12
A87612,WELLSPRING MEDICAL PRACT.,RR729,QE AT BLAYDON PCC,1066.67
A87615,MALLARD MEDICAL PRACTICE,RR729,QE AT BLAYDON PCC,1066.67
A87612,WELLSPRING MEDICAL PRACT.,RTD02,THE ROYAL VICTORIA INFIRMARY,1067.46
A87615,MALLARD MEDICAL PRACTICE,RTD02,THE ROYAL VICTORIA INFIRMARY,1067.46
A87612,WELLSPRING MEDICAL PRACT.,RTDDW,THE LEMINGTON CENTRE,1030.35
A87615,MALLARD MEDICAL PRACTICE,RTDDW,THE LEMINGTON CENTRE,1030.35
A87612,WELLSPRING MEDICAL PRACT.,RTR18,REDCAR PRIMARY CARE HOSPITAL,3682.51
A87615,MALLARD MEDICAL PRACTICE,RTR18,REDCAR PRIMARY CARE HOSPITAL,3682.51
A87612,WELLSPRING MEDICAL PRACT.,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,3213.08
A87615,MALLARD MEDICAL PRACTICE,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,3213.08
A87612,WELLSPRING MEDICAL PRACT.,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,2174.61
A87615,MALLARD MEDICAL PRACTICE,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,2174.61
A87612,WELLSPRING MEDICAL PRACT.,RNN62,CUMBERLAND INFIRMARY,4809.17
A87615,MALLARD MEDICAL PRACTICE,RNN62,CUMBERLAND INFIRMARY,4809.17
A87612,WELLSPRING MEDICAL PRACT.,RXP09,PETERLEE COMMUNITY HOSPITAL,2075.21
A87615,MALLARD MEDICAL PRACTICE,RXP09,PETERLEE COMMUNITY HOSPITAL,2075.21
A87022,NORTHUMBERLAND PARK MEDICAL GROUP,RR729,QE AT BLAYDON PCC,1311.86
A87023,BRIDGE MEDICAL,RR729,QE AT BLAYDON PCC,1311.86
A87022,NORTHUMBERLAND PARK MEDICAL GROUP,RTD02,THE ROYAL VICTORIA INFIRMARY,1174.66
A87023,BRIDGE MEDICAL,RTD02,THE ROYAL VICTORIA INFIRMARY,1174.66
A87022,NORTHUMBERLAND PARK MEDICAL GROUP,RTDDW,THE LEMINGTON CENTRE,1275.55
A87023,BRIDGE MEDICAL,RTDDW,THE LEMINGTON CENTRE,1275.55
A87022,NORTHUMBERLAND PARK MEDICAL GROUP,RTR18,REDCAR PRIMARY CARE HOSPITAL,3641.9
A87023,BRIDGE MEDICAL,RTR18,REDCAR PRIMARY CARE HOSPITAL,3641.9
A87022,NORTHUMBERLAND PARK MEDICAL GROUP,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,3172.47
A87023,BRIDGE MEDICAL,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,3172.47
A87022,NORTHUMBERLAND PARK MEDICAL GROUP,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,2419.81
A87023,BRIDGE MEDICAL,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,2419.81
A87022,NORTHUMBERLAND PARK MEDICAL GROUP,RNN62,CUMBERLAND INFIRMARY,5054.37
A87023,BRIDGE MEDICAL,RNN62,CUMBERLAND INFIRMARY,5054.37
A87022,NORTHUMBERLAND PARK MEDICAL GROUP,RXP09,PETERLEE COMMUNITY HOSPITAL,2034.59
A87023,BRIDGE MEDICAL,RXP09,PETERLEE COMMUNITY HOSPITAL,2034.59
A84007,PONTELAND MEDICAL GROUP,RR729,QE AT BLAYDON PCC,918.53
A84011,WHITE MEDICAL GROUP,RR729,QE AT BLAYDON PCC,918.53
A84007,PONTELAND MEDICAL GROUP,RTD02,THE ROYAL VICTORIA INFIRMARY,1102.06
A84011,WHITE MEDICAL GROUP,RTD02,THE ROYAL VICTORIA INFIRMARY,1102.06
A84007,PONTELAND MEDICAL GROUP,RTDDW,THE LEMINGTON CENTRE,790.12
A84011,WHITE MEDICAL GROUP,RTDDW,THE LEMINGTON CENTRE,790.12
A84007,PONTELAND MEDICAL GROUP,RTR18,REDCAR PRIMARY CARE HOSPITAL,4407.85
A84011,WHITE MEDICAL GROUP,RTR18,REDCAR PRIMARY CARE HOSPITAL,4407.85
A84007,PONTELAND MEDICAL GROUP,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,3938.42
A84011,WHITE MEDICAL GROUP,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,3938.42
A84007,PONTELAND MEDICAL GROUP,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,2026.48
A84011,WHITE MEDICAL GROUP,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,2026.48
A84007,PONTELAND MEDICAL GROUP,RNN62,CUMBERLAND INFIRMARY,4343.67
A84011,WHITE MEDICAL GROUP,RNN62,CUMBERLAND INFIRMARY,4343.67
A84007,PONTELAND MEDICAL GROUP,RXP09,PETERLEE COMMUNITY HOSPITAL,2800.55
A84011,WHITE MEDICAL GROUP,RXP09,PETERLEE COMMUNITY HOSPITAL,2800.55
A84008,BELFORD MEDICAL PRACTICE,RR729,QE AT BLAYDON PCC,3269.55
A84008,BELFORD MEDICAL PRACTICE,RTD02,THE ROYAL VICTORIA INFIRMARY,3455.86
A84008,BELFORD MEDICAL PRACTICE,RTDDW,THE LEMINGTON CENTRE,3233.24
A84008,BELFORD MEDICAL PRACTICE,RTR18,REDCAR PRIMARY CARE HOSPITAL,6395.57
A84008,BELFORD MEDICAL PRACTICE,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,5926.14
A84008,BELFORD MEDICAL PRACTICE,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,4377.5
A84008,BELFORD MEDICAL PRACTICE,RNN62,CUMBERLAND INFIRMARY,7012.06
A84008,BELFORD MEDICAL PRACTICE,RXP09,PETERLEE COMMUNITY HOSPITAL,4788.27
A84013,THE GABLES MEDICAL GROUP,RR729,QE AT BLAYDON PCC,1232.06
A84013,THE GABLES MEDICAL GROUP,RTD02,THE ROYAL VICTORIA INFIRMARY,1418.36
A84013,THE GABLES MEDICAL GROUP,RTDDW,THE LEMINGTON CENTRE,1195.74
A84013,THE GABLES MEDICAL GROUP,RTR18,REDCAR PRIMARY CARE HOSPITAL,4001.16
A84013,THE GABLES MEDICAL GROUP,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,3531.73
A84013,THE GABLES MEDICAL GROUP,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,2340.0
A84013,THE GABLES MEDICAL GROUP,RNN62,CUMBERLAND INFIRMARY,4974.56
A84013,THE GABLES MEDICAL GROUP,RXP09,PETERLEE COMMUNITY HOSPITAL,2393.86
A84018,CORBRIDGE HEALTH CENTRE,RR729,QE AT BLAYDON PCC,1212.68
A84018,CORBRIDGE HEALTH CENTRE,RTD02,THE ROYAL VICTORIA INFIRMARY,1538.65
A84018,CORBRIDGE HEALTH CENTRE,RTDDW,THE LEMINGTON CENTRE,979.1
A84018,CORBRIDGE HEALTH CENTRE,RTR18,REDCAR PRIMARY CARE HOSPITAL,4791.88
A84018,CORBRIDGE HEALTH CENTRE,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,4322.45
A84018,CORBRIDGE HEALTH CENTRE,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,1252.57
A84018,CORBRIDGE HEALTH CENTRE,RNN62,CUMBERLAND INFIRMARY,3273.64
A84018,CORBRIDGE HEALTH CENTRE,RXP09,PETERLEE COMMUNITY HOSPITAL,3184.58
A86031,FENHAM HALL SURGERY,RR729,QE AT BLAYDON PCC,493.91
A86031,FENHAM HALL SURGERY,RTD02,THE ROYAL VICTORIA INFIRMARY,383.88
A86031,FENHAM HALL SURGERY,RTDDW,THE LEMINGTON CENTRE,443.91
A86031,FENHAM HALL SURGERY,RTR18,REDCAR PRIMARY CARE HOSPITAL,3899.77
A86031,FENHAM HALL SURGERY,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,3430.34
A86031,FENHAM HALL SURGERY,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,1601.85
A86031,FENHAM HALL SURGERY,RNN62,CUMBERLAND INFIRMARY,4222.73
A86031,FENHAM HALL SURGERY,RXP09,PETERLEE COMMUNITY HOSPITAL,2292.47
A89015,"FULWELL MEDICAL CENTRE,",RR729,QE AT BLAYDON PCC,1722.25
A89015,"FULWELL MEDICAL CENTRE,",RTD02,THE ROYAL VICTORIA INFIRMARY,1645.95
A89015,"FULWELL MEDICAL CENTRE,",RTDDW,THE LEMINGTON CENTRE,1864.63
A89015,"FULWELL MEDICAL CENTRE,",RTR18,REDCAR PRIMARY CARE HOSPITAL,3237.25
A89015,"FULWELL MEDICAL CENTRE,",RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,2767.83
A89015,"FULWELL MEDICAL CENTRE,",RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,2418.14
A89015,"FULWELL MEDICAL CENTRE,",RNN62,CUMBERLAND INFIRMARY,5717.32
A89015,"FULWELL MEDICAL CENTRE,",RXP09,PETERLEE COMMUNITY HOSPITAL,1629.95
A89623,CHESTER SURGERY,RR729,QE AT BLAYDON PCC,1561.3
A89623,CHESTER SURGERY,RTD02,THE ROYAL VICTORIA INFIRMARY,1551.22
A89623,CHESTER SURGERY,RTDDW,THE LEMINGTON CENTRE,1703.68
A89623,CHESTER SURGERY,RTR18,REDCAR PRIMARY CARE HOSPITAL,2913.87
A89623,CHESTER SURGERY,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,2444.44
A89623,CHESTER SURGERY,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,2257.19
A89623,CHESTER SURGERY,RNN62,CUMBERLAND INFIRMARY,5556.37
A89623,CHESTER SURGERY,RXP09,PETERLEE COMMUNITY HOSPITAL,1306.57
A89616,RICKLETON MEDICAL CENTRE,RR729,QE AT BLAYDON PCC,1188.57
A89616,RICKLETON MEDICAL CENTRE,RTD02,THE ROYAL VICTORIA INFIRMARY,1360.96
A89616,RICKLETON MEDICAL CENTRE,RTDDW,THE LEMINGTON CENTRE,1330.95
A89616,RICKLETON MEDICAL CENTRE,RTR18,REDCAR PRIMARY CARE HOSPITAL,3081.95
A89616,RICKLETON MEDICAL CENTRE,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,2612.52
A89616,RICKLETON MEDICAL CENTRE,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,1715.65
A89616,RICKLETON MEDICAL CENTRE,RNN62,CUMBERLAND INFIRMARY,5183.64
A89616,RICKLETON MEDICAL CENTRE,RXP09,PETERLEE COMMUNITY HOSPITAL,1474.65
A89017,MILLFIELD MEDICAL GROUP,RR729,QE AT BLAYDON PCC,1600.06
A89017,MILLFIELD MEDICAL GROUP,RTD02,THE ROYAL VICTORIA INFIRMARY,1591.45
A89017,MILLFIELD MEDICAL GROUP,RTDDW,THE LEMINGTON CENTRE,1742.44
A89017,MILLFIELD MEDICAL GROUP,RTR18,REDCAR PRIMARY CARE HOSPITAL,3006.55
A89017,MILLFIELD MEDICAL GROUP,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,2537.12
A89017,MILLFIELD MEDICAL GROUP,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,2295.95
A89017,MILLFIELD MEDICAL GROUP,RNN62,CUMBERLAND INFIRMARY,5595.13
A89017,MILLFIELD MEDICAL GROUP,RXP09,PETERLEE COMMUNITY HOSPITAL,1399.25
A89021,KEPIER MEDICAL PRACTICE,RR729,QE AT BLAYDON PCC,1523.94
A89021,KEPIER MEDICAL PRACTICE,RTD02,THE ROYAL VICTORIA INFIRMARY,1655.12
A89021,KEPIER MEDICAL PRACTICE,RTDDW,THE LEMINGTON CENTRE,1666.32
A89021,KEPIER MEDICAL PRACTICE,RTR18,REDCAR PRIMARY CARE HOSPITAL,2825.17
A89021,KEPIER MEDICAL PRACTICE,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,2355.75
A89021,KEPIER MEDICAL PRACTICE,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,1998.52
A89021,KEPIER MEDICAL PRACTICE,RNN62,CUMBERLAND INFIRMARY,5519.01
A89021,KEPIER MEDICAL PRACTICE,RXP09,PETERLEE COMMUNITY HOSPITAL,1217.87
A89027,SPRINGWELL MEDICAL GROUP,RR729,QE AT BLAYDON PCC,1514.47
A89024,THE BROADWAY MEDICAL PRACTICE,RR729,QE AT BLAYDON PCC,1514.47
A89027,SPRINGWELL MEDICAL GROUP,RTD02,THE ROYAL VICTORIA INFIRMARY,1504.4
A89024,THE BROADWAY MEDICAL PRACTICE,RTD02,THE ROYAL VICTORIA INFIRMARY,1504.4
A89027,SPRINGWELL MEDICAL GROUP,RTDDW,THE LEMINGTON CENTRE,1656.85
A89024,THE BROADWAY MEDICAL PRACTICE,RTDDW,THE LEMINGTON CENTRE,1656.85
A89027,SPRINGWELL MEDICAL GROUP,RTR18,REDCAR PRIMARY CARE HOSPITAL,2850.14
A89024,THE BROADWAY MEDICAL PRACTICE,RTR18,REDCAR PRIMARY CARE HOSPITAL,2850.14
A89027,SPRINGWELL MEDICAL GROUP,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,2380.72
A89024,THE BROADWAY MEDICAL PRACTICE,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,2380.72
A89027,SPRINGWELL MEDICAL GROUP,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,2210.36
A89024,THE BROADWAY MEDICAL PRACTICE,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,2210.36
A89027,SPRINGWELL MEDICAL GROUP,RNN62,CUMBERLAND INFIRMARY,5509.54
A89024,THE BROADWAY MEDICAL PRACTICE,RNN62,CUMBERLAND INFIRMARY,5509.54
A89027,SPRINGWELL MEDICAL GROUP,RXP09,PETERLEE COMMUNITY HOSPITAL,1242.84
A89024,THE BROADWAY MEDICAL PRACTICE,RXP09,PETERLEE COMMUNITY HOSPITAL,1242.84
A89030,WESTBOURNE MEDICAL GROUP,RR729,QE AT BLAYDON PCC,1207.35
A89030,WESTBOURNE MEDICAL GROUP,RTD02,THE ROYAL VICTORIA INFIRMARY,1366.83
A89030,WESTBOURNE MEDICAL GROUP,RTDDW,THE LEMINGTON CENTRE,1349.73
A89030,WESTBOURNE MEDICAL GROUP,RTR18,REDCAR PRIMARY CARE HOSPITAL,2886.31
A89030,WESTBOURNE MEDICAL GROUP,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,2416.88
A89030,WESTBOURNE MEDICAL GROUP,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,1788.25
A89030,WESTBOURNE MEDICAL GROUP,RNN62,CUMBERLAND INFIRMARY,5202.42
A89030,WESTBOURNE MEDICAL GROUP,RXP09,PETERLEE COMMUNITY HOSPITAL,1279.01
A87016,THE VILLAGE GREEN SURGERY,RR729,QE AT BLAYDON PCC,1301.83
A87016,THE VILLAGE GREEN SURGERY,RTD02,THE ROYAL VICTORIA INFIRMARY,801.55
A87016,THE VILLAGE GREEN SURGERY,RTDDW,THE LEMINGTON CENTRE,1265.52
A87016,THE VILLAGE GREEN SURGERY,RTR18,REDCAR PRIMARY CARE HOSPITAL,3564.33
A87016,THE VILLAGE GREEN SURGERY,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,3094.9
A87016,THE VILLAGE GREEN SURGERY,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,2409.78
A87016,THE VILLAGE GREEN SURGERY,RNN62,CUMBERLAND INFIRMARY,5044.34
A87016,THE VILLAGE GREEN SURGERY,RXP09,PETERLEE COMMUNITY HOSPITAL,1957.03
A87019,NELSON MEDICAL GROUP,RR729,QE AT BLAYDON PCC,1569.56
A87019,NELSON MEDICAL GROUP,RTD02,THE ROYAL VICTORIA INFIRMARY,1138.86
A87019,NELSON MEDICAL GROUP,RTDDW,THE LEMINGTON CENTRE,1533.25
A87019,NELSON MEDICAL GROUP,RTR18,REDCAR PRIMARY CARE HOSPITAL,3463.55
A87019,NELSON MEDICAL GROUP,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,2994.12
A87019,NELSON MEDICAL GROUP,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,2543.43
A87019,NELSON MEDICAL GROUP,RNN62,CUMBERLAND INFIRMARY,5312.07
A87019,NELSON MEDICAL GROUP,RXP09,PETERLEE COMMUNITY HOSPITAL,1856.25
A85010,CHAINBRIDGE MEDICAL PARTNERSHIP,RR729,QE AT BLAYDON PCC,117.14
A85010,CHAINBRIDGE MEDICAL PARTNERSHIP,RTD02,THE ROYAL VICTORIA INFIRMARY,686.84
A85010,CHAINBRIDGE MEDICAL PARTNERSHIP,RTDDW,THE LEMINGTON CENTRE,316.23
A85010,CHAINBRIDGE MEDICAL PARTNERSHIP,RTR18,REDCAR PRIMARY CARE HOSPITAL,3847.65
A85010,CHAINBRIDGE MEDICAL PARTNERSHIP,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,3378.22
A85010,CHAINBRIDGE MEDICAL PARTNERSHIP,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,1261.05
A85010,CHAINBRIDGE MEDICAL PARTNERSHIP,RNN62,CUMBERLAND INFIRMARY,4243.47
A85010,CHAINBRIDGE MEDICAL PARTNERSHIP,RXP09,PETERLEE COMMUNITY HOSPITAL,2240.35
A85617,SUNNISIDE SURGERY,RR729,QE AT BLAYDON PCC,578.67
A85617,SUNNISIDE SURGERY,RTD02,THE ROYAL VICTORIA INFIRMARY,967.26
A85617,SUNNISIDE SURGERY,RTDDW,THE LEMINGTON CENTRE,866.76
A85617,SUNNISIDE SURGERY,RTR18,REDCAR PRIMARY CARE HOSPITAL,3570.1
A85617,SUNNISIDE SURGERY,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,3100.67
A85617,SUNNISIDE SURGERY,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,1143.53
A85617,SUNNISIDE SURGERY,RNN62,CUMBERLAND INFIRMARY,4687.99
A85617,SUNNISIDE SURGERY,RXP09,PETERLEE COMMUNITY HOSPITAL,1962.8
A84034,HALTWHISTLE MEDICAL GROUP,RR729,QE AT BLAYDON PCC,2496.5
A84034,HALTWHISTLE MEDICAL GROUP,RTD02,THE ROYAL VICTORIA INFIRMARY,2822.47
A84034,HALTWHISTLE MEDICAL GROUP,RTDDW,THE LEMINGTON CENTRE,2262.92
A84034,HALTWHISTLE MEDICAL GROUP,RTR18,REDCAR PRIMARY CARE HOSPITAL,6075.69
A84034,HALTWHISTLE MEDICAL GROUP,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,5606.27
A84034,HALTWHISTLE MEDICAL GROUP,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,2536.39
A84034,HALTWHISTLE MEDICAL GROUP,RNN62,CUMBERLAND INFIRMARY,1984.95
A84034,HALTWHISTLE MEDICAL GROUP,RXP09,PETERLEE COMMUNITY HOSPITAL,4468.39
A84007,PONTELAND MEDICAL GROUP,RR729,QE AT BLAYDON PCC,918.53
A84011,WHITE MEDICAL GROUP,RR729,QE AT BLAYDON PCC,918.53
A84007,PONTELAND MEDICAL GROUP,RTD02,THE ROYAL VICTORIA INFIRMARY,1102.06
A84011,WHITE MEDICAL GROUP,RTD02,THE ROYAL VICTORIA INFIRMARY,1102.06
A84007,PONTELAND MEDICAL GROUP,RTDDW,THE LEMINGTON CENTRE,790.12
A84011,WHITE MEDICAL GROUP,RTDDW,THE LEMINGTON CENTRE,790.12
A84007,PONTELAND MEDICAL GROUP,RTR18,REDCAR PRIMARY CARE HOSPITAL,4407.85
A84011,WHITE MEDICAL GROUP,RTR18,REDCAR PRIMARY CARE HOSPITAL,4407.85
A84007,PONTELAND MEDICAL GROUP,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,3938.42
A84011,WHITE MEDICAL GROUP,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,3938.42
A84007,PONTELAND MEDICAL GROUP,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,2026.48
A84011,WHITE MEDICAL GROUP,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,2026.48
A84007,PONTELAND MEDICAL GROUP,RNN62,CUMBERLAND INFIRMARY,4343.67
A84011,WHITE MEDICAL GROUP,RNN62,CUMBERLAND INFIRMARY,4343.67
A84007,PONTELAND MEDICAL GROUP,RXP09,PETERLEE COMMUNITY HOSPITAL,2800.55
A84011,WHITE MEDICAL GROUP,RXP09,PETERLEE COMMUNITY HOSPITAL,2800.55
A89617,I J HEALTHCARE,RR729,QE AT BLAYDON PCC,1102.63
A89617,I J HEALTHCARE,RTD02,THE ROYAL VICTORIA INFIRMARY,1262.11
A89617,I J HEALTHCARE,RTDDW,THE LEMINGTON CENTRE,1245.01
A89617,I J HEALTHCARE,RTR18,REDCAR PRIMARY CARE HOSPITAL,2979.13
A89617,I J HEALTHCARE,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,2509.7
A89617,I J HEALTHCARE,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,1683.53
A89617,I J HEALTHCARE,RNN62,CUMBERLAND INFIRMARY,5097.7
A89617,I J HEALTHCARE,RXP09,PETERLEE COMMUNITY HOSPITAL,1371.83
A89032,NEW SILKSWORTH MEDICAL PRACTICE,RR729,QE AT BLAYDON PCC,1586.55
A89011,VILLAGE SURGERY PARTNERSHIP,RR729,QE AT BLAYDON PCC,1586.55
A89032,NEW SILKSWORTH MEDICAL PRACTICE,RTD02,THE ROYAL VICTORIA INFIRMARY,1576.47
A89011,VILLAGE SURGERY PARTNERSHIP,RTD02,THE ROYAL VICTORIA INFIRMARY,1576.47
A89032,NEW SILKSWORTH MEDICAL PRACTICE,RTDDW,THE LEMINGTON CENTRE,1728.93
A89011,VILLAGE SURGERY PARTNERSHIP,RTDDW,THE LEMINGTON CENTRE,1728.93
A89032,NEW SILKSWORTH MEDICAL PRACTICE,RTR18,REDCAR PRIMARY CARE HOSPITAL,2728.57
A89011,VILLAGE SURGERY PARTNERSHIP,RTR18,REDCAR PRIMARY CARE HOSPITAL,2728.57
A89032,NEW SILKSWORTH MEDICAL PRACTICE,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,2259.15
A89011,VILLAGE SURGERY PARTNERSHIP,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,2259.15
A89032,NEW SILKSWORTH MEDICAL PRACTICE,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,2282.43
A89011,VILLAGE SURGERY PARTNERSHIP,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,2282.43
A89032,NEW SILKSWORTH MEDICAL PRACTICE,RNN62,CUMBERLAND INFIRMARY,5581.62
A89011,VILLAGE SURGERY PARTNERSHIP,RNN62,CUMBERLAND INFIRMARY,5581.62
A89032,NEW SILKSWORTH MEDICAL PRACTICE,RXP09,PETERLEE COMMUNITY HOSPITAL,1121.28
A89011,VILLAGE SURGERY PARTNERSHIP,RXP09,PETERLEE COMMUNITY HOSPITAL,1121.28
A84614,THE ADDERLANE SURGERY,RR729,QE AT BLAYDON PCC,749.35
A84614,THE ADDERLANE SURGERY,RTD02,THE ROYAL VICTORIA INFIRMARY,1251.17
A84614,THE ADDERLANE SURGERY,RTDDW,THE LEMINGTON CENTRE,880.55
A84614,THE ADDERLANE SURGERY,RTR18,REDCAR PRIMARY CARE HOSPITAL,4411.97
A84614,THE ADDERLANE SURGERY,RTRAT,THE JAMES COOK UNIVERSITY HOSPITAL,3942.54
A84614,THE ADDERLANE SURGERY,RXP11,SHOTLEY BRIDGE COMMUNITY HOSPITAL,1408.26
A84614,THE ADDERLANE SURGERY,RNN62,CUMBERLAND INFIRMARY,4009.06
A84614,THE ADDERLANE SURGERY,RXP09,PETERLEE COMMUNITY HOSPITAL,2804.67
A88009,DR THORNILEY-WALKER & PARTNERS,RR729,QE AT BLAYDON PCC,1462.17
A88016,COLLIERY COURT MEDICAL GROUP,RR729,QE AT BLAYDON PCC,1462.17
